patterns,tags,responses
Apa yang dimaksud dengan Jaringan Syaraf Tiruan?,Jaringan Syaraf Tiruan,"['Jaringan syaraf tiruan (JST) dalam Bahasa Inggris disebut dengan artificial neural network (ANN), atau juga disebut simulated neural network (SNN), atau umumnya hanya disebut neural network (NN), adalah jaringan dari sekelompok unit pemroses kecil yang dimodelkan berdasarkan sistem saraf manusia. JST merupakan sistem adaptif yang dapat mengubah strukturnya untuk menemukan solusi masalah berdasarkan informasi eksternal maupun internal yang mengalir melalui jaringan tersebut.']"
Apa saja algoritma yang diajarkan di Jaringan Syaraf Tiruan?,Jaringan Syaraf Tiruan,"['Jaringan syaraf tiruan (JST) dalam Bahasa Inggris disebut dengan artificial neural network (ANN), atau juga disebut simulated neural network (SNN), atau umumnya hanya disebut neural network (NN), adalah jaringan dari sekelompok unit pemroses kecil yang dimodelkan berdasarkan sistem saraf manusia. JST merupakan sistem adaptif yang dapat mengubah strukturnya untuk menemukan solusi masalah berdasarkan informasi eksternal maupun internal yang mengalir melalui jaringan tersebut.']"
Apa aplikasi Jaringan Syaraf Tiruan di dunia nyata?,Jaringan Syaraf Tiruan,"['Jaringan syaraf tiruan (JST) dalam Bahasa Inggris disebut dengan artificial neural network (ANN), atau juga disebut simulated neural network (SNN), atau umumnya hanya disebut neural network (NN), adalah jaringan dari sekelompok unit pemroses kecil yang dimodelkan berdasarkan sistem saraf manusia. JST merupakan sistem adaptif yang dapat mengubah strukturnya untuk menemukan solusi masalah berdasarkan informasi eksternal maupun internal yang mengalir melalui jaringan tersebut.']"
Bagaimana cara kerja Jaringan Syaraf Tiruan?,Jaringan Syaraf Tiruan,"['Jaringan syaraf tiruan (JST) dalam Bahasa Inggris disebut dengan artificial neural network (ANN), atau juga disebut simulated neural network (SNN), atau umumnya hanya disebut neural network (NN), adalah jaringan dari sekelompok unit pemroses kecil yang dimodelkan berdasarkan sistem saraf manusia. JST merupakan sistem adaptif yang dapat mengubah strukturnya untuk menemukan solusi masalah berdasarkan informasi eksternal maupun internal yang mengalir melalui jaringan tersebut.']"
Apa saja model yang dipelajari dalam Jaringan Syaraf Tiruan?,Jaringan Syaraf Tiruan,"['Jaringan syaraf tiruan (JST) dalam Bahasa Inggris disebut dengan artificial neural network (ANN), atau juga disebut simulated neural network (SNN), atau umumnya hanya disebut neural network (NN), adalah jaringan dari sekelompok unit pemroses kecil yang dimodelkan berdasarkan sistem saraf manusia. JST merupakan sistem adaptif yang dapat mengubah strukturnya untuk menemukan solusi masalah berdasarkan informasi eksternal maupun internal yang mengalir melalui jaringan tersebut.']"
Apa saja yang dipelajari dalam mata kuliah Keamanan Teknologi Informasi?,Keamanan Teknologi Informasi,"['Materi kuliah mencakup pengertian keamanan, pengertian sistem dan pengertian keamanan sistem, evaluasi keamanan sistem, mengamankan sistem informasi, keamanan email, keamanan web, eksploitasi keamanan sistem, cyber law, keamanan sistem wireless, manajemen keamanan informasi serta metode hacking dan security.']"
Materi apa yang ada di Keamanan Teknologi Informasi?,Keamanan Teknologi Informasi,"['Materi kuliah mencakup pengertian keamanan, pengertian sistem dan pengertian keamanan sistem, evaluasi keamanan sistem, mengamankan sistem informasi, keamanan email, keamanan web, eksploitasi keamanan sistem, cyber law, keamanan sistem wireless, manajemen keamanan informasi serta metode hacking dan security.']"
Apa itu mata kuliah Keamanan Teknologi Informasi?,Keamanan Teknologi Informasi,"['Materi kuliah mencakup pengertian keamanan, pengertian sistem dan pengertian keamanan sistem, evaluasi keamanan sistem, mengamankan sistem informasi, keamanan email, keamanan web, eksploitasi keamanan sistem, cyber law, keamanan sistem wireless, manajemen keamanan informasi serta metode hacking dan security.']"
Apa saja topik yang dibahas dalam Keamanan Teknologi Informasi?,Keamanan Teknologi Informasi,"['Materi kuliah mencakup pengertian keamanan, pengertian sistem dan pengertian keamanan sistem, evaluasi keamanan sistem, mengamankan sistem informasi, keamanan email, keamanan web, eksploitasi keamanan sistem, cyber law, keamanan sistem wireless, manajemen keamanan informasi serta metode hacking dan security.']"
Apa yang dimaksud dengan keamanan sistem informasi?,Keamanan Teknologi Informasi,"['Materi kuliah mencakup pengertian keamanan, pengertian sistem dan pengertian keamanan sistem, evaluasi keamanan sistem, mengamankan sistem informasi, keamanan email, keamanan web, eksploitasi keamanan sistem, cyber law, keamanan sistem wireless, manajemen keamanan informasi serta metode hacking dan security.']"
Apa saja metode hacking yang diajarkan dalam Keamanan Teknologi Informasi?,Keamanan Teknologi Informasi,"['Materi kuliah mencakup pengertian keamanan, pengertian sistem dan pengertian keamanan sistem, evaluasi keamanan sistem, mengamankan sistem informasi, keamanan email, keamanan web, eksploitasi keamanan sistem, cyber law, keamanan sistem wireless, manajemen keamanan informasi serta metode hacking dan security.']"
Apa itu cyber law dalam konteks Keamanan Teknologi Informasi?,Keamanan Teknologi Informasi,"['Materi kuliah mencakup pengertian keamanan, pengertian sistem dan pengertian keamanan sistem, evaluasi keamanan sistem, mengamankan sistem informasi, keamanan email, keamanan web, eksploitasi keamanan sistem, cyber law, keamanan sistem wireless, manajemen keamanan informasi serta metode hacking dan security.']"
Bagaimana cara mengamankan sistem informasi?,Keamanan Teknologi Informasi,"['Materi kuliah mencakup pengertian keamanan, pengertian sistem dan pengertian keamanan sistem, evaluasi keamanan sistem, mengamankan sistem informasi, keamanan email, keamanan web, eksploitasi keamanan sistem, cyber law, keamanan sistem wireless, manajemen keamanan informasi serta metode hacking dan security.']"
Apa yang dipelajari tentang keamanan web di mata kuliah ini?,Keamanan Teknologi Informasi,"['Materi kuliah mencakup pengertian keamanan, pengertian sistem dan pengertian keamanan sistem, evaluasi keamanan sistem, mengamankan sistem informasi, keamanan email, keamanan web, eksploitasi keamanan sistem, cyber law, keamanan sistem wireless, manajemen keamanan informasi serta metode hacking dan security.']"
Bagaimana cara mengamankan sistem wireless?,Keamanan Teknologi Informasi,"['Materi kuliah mencakup pengertian keamanan, pengertian sistem dan pengertian keamanan sistem, evaluasi keamanan sistem, mengamankan sistem informasi, keamanan email, keamanan web, eksploitasi keamanan sistem, cyber law, keamanan sistem wireless, manajemen keamanan informasi serta metode hacking dan security.']"
Apa yang dipelajari dalam mata kuliah Riset Teknologi Informasi?,Riset Teknologi Informasi,"['Materi kuliah ini membahas penulisan dokumen penelitian, meliputi penyusunan kerangka penelitian, penyusunan rumusan masalah, metodologi penelitian, akuisisi data penelitian, analisa data, tata tulis karya ilmiah, dan pemahaman proses publikasi karya ilmiah.']"
Bagaimana cara melakukan riset di Teknologi Informasi?,Riset Teknologi Informasi,"['Materi kuliah ini membahas penulisan dokumen penelitian, meliputi penyusunan kerangka penelitian, penyusunan rumusan masalah, metodologi penelitian, akuisisi data penelitian, analisa data, tata tulis karya ilmiah, dan pemahaman proses publikasi karya ilmiah.']"
Apa yang dimaksud dengan riset di bidang Teknologi Informasi?,Riset Teknologi Informasi,"['Materi kuliah ini membahas penulisan dokumen penelitian, meliputi penyusunan kerangka penelitian, penyusunan rumusan masalah, metodologi penelitian, akuisisi data penelitian, analisa data, tata tulis karya ilmiah, dan pemahaman proses publikasi karya ilmiah.']"
Apa saja metode yang dipelajari dalam Riset Teknologi Informasi?,Riset Teknologi Informasi,"['Materi kuliah ini membahas penulisan dokumen penelitian, meliputi penyusunan kerangka penelitian, penyusunan rumusan masalah, metodologi penelitian, akuisisi data penelitian, analisa data, tata tulis karya ilmiah, dan pemahaman proses publikasi karya ilmiah.']"
Apa saja tahapan dalam melakukan riset teknologi informasi?,Riset Teknologi Informasi,"['Materi kuliah ini membahas penulisan dokumen penelitian, meliputi penyusunan kerangka penelitian, penyusunan rumusan masalah, metodologi penelitian, akuisisi data penelitian, analisa data, tata tulis karya ilmiah, dan pemahaman proses publikasi karya ilmiah.']"
Apa yang dipelajari dalam mata kuliah Riset Operasional?,Riset Operasional,"['Matakuliah ini memberikan pengetahuan mengenai model-model optimasi dan perumusannya serta keterampilan dalam memecahkan persoalan-persoalan teknik dan manajemen industri yang dapat dimodelkan secara kuantitatif (matematis), baik bersifat deterministik maupun probabilistik.']"
Bagaimana cara menggunakan model optimasi dalam Riset Operasional?,Riset Operasional,"['Matakuliah ini memberikan pengetahuan mengenai model-model optimasi dan perumusannya serta keterampilan dalam memecahkan persoalan-persoalan teknik dan manajemen industri yang dapat dimodelkan secara kuantitatif (matematis), baik bersifat deterministik maupun probabilistik.']"
Apa itu riset operasional dan penerapannya?,Riset Operasional,"['Matakuliah ini memberikan pengetahuan mengenai model-model optimasi dan perumusannya serta keterampilan dalam memecahkan persoalan-persoalan teknik dan manajemen industri yang dapat dimodelkan secara kuantitatif (matematis), baik bersifat deterministik maupun probabilistik.']"
Apa saja metode yang digunakan dalam Riset Operasional?,Riset Operasional,"['Matakuliah ini memberikan pengetahuan mengenai model-model optimasi dan perumusannya serta keterampilan dalam memecahkan persoalan-persoalan teknik dan manajemen industri yang dapat dimodelkan secara kuantitatif (matematis), baik bersifat deterministik maupun probabilistik.']"
Apa perbedaan model deterministik dan probabilistik dalam riset operasional?,Riset Operasional,"['Matakuliah ini memberikan pengetahuan mengenai model-model optimasi dan perumusannya serta keterampilan dalam memecahkan persoalan-persoalan teknik dan manajemen industri yang dapat dimodelkan secara kuantitatif (matematis), baik bersifat deterministik maupun probabilistik.']"
Apa yang dipelajari dalam mata kuliah Teori Bahasa dan Otomata?,Teori Bahasa dan Otomata,"['Teori bahasa dan otomata merupakan teori dasar bagi ilmu komputer. Terdiri dari teori automata, bahasa formal dan grammar, komputabilitas, dan kompleksitas. Mata kuliah ini mempelajari berbagai automata, dan bagaimana hubungannya dengan bahasa dan grammar.']"
Apa itu bahasa formal dan grammar?,Teori Bahasa dan Otomata,"['Teori bahasa dan otomata merupakan teori dasar bagi ilmu komputer. Terdiri dari teori automata, bahasa formal dan grammar, komputabilitas, dan kompleksitas. Mata kuliah ini mempelajari berbagai automata, dan bagaimana hubungannya dengan bahasa dan grammar.']"
Bagaimana hubungan antara automata dan bahasa?,Teori Bahasa dan Otomata,"['Teori bahasa dan otomata merupakan teori dasar bagi ilmu komputer. Terdiri dari teori automata, bahasa formal dan grammar, komputabilitas, dan kompleksitas. Mata kuliah ini mempelajari berbagai automata, dan bagaimana hubungannya dengan bahasa dan grammar.']"
Apa yang dimaksud dengan komputabilitas dalam Teori Bahasa dan Otomata?,Teori Bahasa dan Otomata,"['Teori bahasa dan otomata merupakan teori dasar bagi ilmu komputer. Terdiri dari teori automata, bahasa formal dan grammar, komputabilitas, dan kompleksitas. Mata kuliah ini mempelajari berbagai automata, dan bagaimana hubungannya dengan bahasa dan grammar.']"
Apa itu teori automata?,Teori Bahasa dan Otomata,"['Teori bahasa dan otomata merupakan teori dasar bagi ilmu komputer. Terdiri dari teori automata, bahasa formal dan grammar, komputabilitas, dan kompleksitas. Mata kuliah ini mempelajari berbagai automata, dan bagaimana hubungannya dengan bahasa dan grammar.']"
Apa yang dipelajari dalam mata kuliah Big Data?,Big Data,"['Matakuliah yang membahas konsep data besar yang terdiri dari Volume (ukuran), Variety (variasi), Velocity (Kecepatan) dan Veracity (Kekauratan) dari data tersebut. Juga membahas framework big data berbasis Hadoop dan pemrograman algoritma pemrosesan big data berbasis spark.']"
Bagaimana cara memproses data besar menggunakan Hadoop?,Big Data,"['Matakuliah yang membahas konsep data besar yang terdiri dari Volume (ukuran), Variety (variasi), Velocity (Kecepatan) dan Veracity (Kekauratan) dari data tersebut. Juga membahas framework big data berbasis Hadoop dan pemrograman algoritma pemrosesan big data berbasis spark.']"
Apa itu big data dan apa aplikasinya?,Big Data,"['Matakuliah yang membahas konsep data besar yang terdiri dari Volume (ukuran), Variety (variasi), Velocity (Kecepatan) dan Veracity (Kekauratan) dari data tersebut. Juga membahas framework big data berbasis Hadoop dan pemrograman algoritma pemrosesan big data berbasis spark.']"
Apa saja tantangan dalam menangani big data?,Big Data,"['Matakuliah yang membahas konsep data besar yang terdiri dari Volume (ukuran), Variety (variasi), Velocity (Kecepatan) dan Veracity (Kekauratan) dari data tersebut. Juga membahas framework big data berbasis Hadoop dan pemrograman algoritma pemrosesan big data berbasis spark.']"
Apa yang dimaksud dengan 4V dalam Big Data?,Big Data,"['Matakuliah yang membahas konsep data besar yang terdiri dari Volume (ukuran), Variety (variasi), Velocity (Kecepatan) dan Veracity (Kekauratan) dari data tersebut. Juga membahas framework big data berbasis Hadoop dan pemrograman algoritma pemrosesan big data berbasis spark.']"
Apa yang dipelajari dalam mata kuliah Internet of Things?,Internet of Things (IoT),"['Matakuliah yang membahas konsep internet of things yaitu segala hal dengan micro-controller yang terhubung ke jaringan internet untuk melakukan berbagai fungsi seperti wireless sensor network, automation, sistem kontrol dan sebagainya.']"
Apa itu Internet of Things dan aplikasinya?,Internet of Things (IoT),"['Matakuliah yang membahas konsep internet of things yaitu segala hal dengan micro-controller yang terhubung ke jaringan internet untuk melakukan berbagai fungsi seperti wireless sensor network, automation, sistem kontrol dan sebagainya.']"
Bagaimana cara kerja Internet of Things?,Internet of Things (IoT),"['Matakuliah yang membahas konsep internet of things yaitu segala hal dengan micro-controller yang terhubung ke jaringan internet untuk melakukan berbagai fungsi seperti wireless sensor network, automation, sistem kontrol dan sebagainya.']"
Apa yang dimaksud dengan wireless sensor network di IoT?,Internet of Things (IoT),"['Matakuliah yang membahas konsep internet of things yaitu segala hal dengan micro-controller yang terhubung ke jaringan internet untuk melakukan berbagai fungsi seperti wireless sensor network, automation, sistem kontrol dan sebagainya.']"
Bagaimana IoT berperan dalam automation dan sistem kontrol?,Internet of Things (IoT),"['Matakuliah yang membahas konsep internet of things yaitu segala hal dengan micro-controller yang terhubung ke jaringan internet untuk melakukan berbagai fungsi seperti wireless sensor network, automation, sistem kontrol dan sebagainya.']"
Apa yang dipelajari dalam mata kuliah Logika Fuzzy?,Logika Fuzzy,"['Mata kuliah ini bertujuan agar mahasiswa dapat mengimplementasikan metode-metode dalam Logika Fuzzy untuk menyelesaikan permasalahan-permasalahan yang sederhana maupun kompleks. Dimulai dari Fuzzy Inference System, Fuzzy Database, Fuzzy Quantification Theory, dan Hybrid Fuzzy dengan Artificial Intelligence.']"
Apa itu Fuzzy Inference System?,Logika Fuzzy,"['Mata kuliah ini bertujuan agar mahasiswa dapat mengimplementasikan metode-metode dalam Logika Fuzzy untuk menyelesaikan permasalahan-permasalahan yang sederhana maupun kompleks. Dimulai dari Fuzzy Inference System, Fuzzy Database, Fuzzy Quantification Theory, dan Hybrid Fuzzy dengan Artificial Intelligence.']"
